SG_UF,DT_SIN_PRI,count
RO,2020-05-04,32
RO,2020-05-05,27
RO,2020-05-06,15
RO,2020-05-07,21
RO,2020-05-08,23
RO,2020-05-09,36
RO,2020-05-10,43
RO,2020-05-11,22
RO,2020-05-12,27
RO,2020-05-13,23
RO,2020-05-14,27
RO,2020-05-15,43
RO,2020-05-16,38
RO,2020-05-17,24
RO,2020-05-18,26
RO,2020-05-19,26
RO,2020-05-20,46
RO,2020-05-21,27
RO,2020-05-22,28
RO,2020-05-24,32
RO,2020-05-27,33
RR,2020-01-10,1
RR,2020-01-22,1
RR,2020-01-23,1
RR,2020-01-26,1
RR,2020-02-09,1
RR,2020-02-14,1
RR,2020-02-26,1
RR,2020-03-02,1
RR,2020-03-07,1
RR,2020-03-10,1
RR,2020-03-12,1
RR,2020-03-14,1
RR,2020-03-17,2
RR,2020-03-18,2
RR,2020-03-19,3
RR,2020-03-20,1
RR,2020-03-21,2
RR,2020-03-23,2
RR,2020-03-25,2
RR,2020-03-30,1
RR,2020-03-31,1
RR,2020-04-01,2
RR,2020-04-03,1
RR,2020-04-05,6
RR,2020-04-06,1
RR,2020-04-07,1
RR,2020-04-09,2
RR,2020-04-10,3
RR,2020-04-11,1
RR,2020-04-12,1
RR,2020-04-13,3
RR,2020-04-15,1
RR,2020-04-16,2
RR,2020-04-17,4
RR,2020-04-18,2
RR,2020-04-19,4
RR,2020-04-20,9
RR,2020-04-21,5
RR,2020-04-22,6
RR,2020-04-23,3
RR,2020-04-24,2
RR,2020-04-25,4
RR,2020-04-26,4
RR,2020-04-27,8
RR,2020-04-28,7
RR,2020-04-29,3
RR,2020-04-30,6
RR,2020-05-01,4
RR,2020-05-02,6
RR,2020-05-03,6
RR,2020-05-04,6
RR,2020-05-05,7
RR,2020-05-06,6
RR,2020-05-08,6
RR,2020-05-09,13
RR,2020-05-10,12
RR,2020-05-11,12
RR,2020-05-12,12
RR,2020-05-13,5
RR,2020-05-14,13
RR,2020-05-15,18
RR,2020-05-16,9
RR,2020-05-17,7
RR,2020-05-18,22
RR,2020-05-19,26
RR,2020-05-20,19
RR,2020-05-21,16
RR,2020-05-22,18
RR,2020-05-23,15
RR,2020-05-24,7
RR,2020-05-25,17
RR,2020-05-27,11
RR,2020-05-28,18
RR,2020-05-29,22
RS,2019-12-29,4
RS,2019-12-30,5
RS,2019-12-31,3
RS,2020-01-01,2
RS,2020-01-02,4
RS,2020-01-03,4
RS,2020-01-04,5
RS,2020-01-05,2
RS,2020-01-06,7
RS,2020-01-07,7
RS,2020-01-08,3
RS,2020-01-09,2
RS,2020-01-10,4
RS,2020-01-11,5
RS,2020-01-12,1
RS,2020-01-13,2
RS,2020-01-14,1
RS,2020-01-15,2
RS,2020-01-16,1
RS,2020-01-17,3
RS,2020-01-18,2
RS,2020-01-19,7
RS,2020-01-20,2
RS,2020-01-21,4
RS,2020-01-22,1
RS,2020-01-24,3
RS,2020-01-25,5
RS,2020-01-26,2
RS,2020-01-27,2
RS,2020-01-28,3
RS,2020-01-29,5
RS,2020-01-30,3
RS,2020-01-31,3
RS,2020-02-01,4
RS,2020-02-02,3
RS,2020-02-03,4
RS,2020-02-04,4
RS,2020-02-05,2
RS,2020-02-06,1
RS,2020-02-07,3
RS,2020-02-08,2
RS,2020-02-09,1
RS,2020-02-10,5
RS,2020-02-12,4
RS,2020-02-13,6
RS,2020-02-14,2
RS,2020-02-15,5
RS,2020-02-16,2
RS,2020-02-17,5
RS,2020-02-18,1
RS,2020-02-19,5
RS,2020-02-20,10
RS,2020-02-21,7
RS,2020-02-22,5
RS,2020-02-23,2
RS,2020-02-24,7
RS,2020-02-25,3
RS,2020-02-26,4
RS,2020-02-27,4
RS,2020-02-28,4
RS,2020-02-29,2
RS,2020-03-01,10
RS,2020-03-02,14
RS,2020-03-03,6
RS,2020-03-04,7
RS,2020-03-05,12
RS,2020-03-06,7
RS,2020-03-07,7
RS,2020-03-08,8
RS,2020-03-09,8
RS,2020-03-10,17
RS,2020-03-11,14
RS,2020-03-12,12
RS,2020-03-13,22
RS,2020-03-14,20
RS,2020-03-15,39
RS,2020-03-16,39
RS,2020-03-17,54
RS,2020-03-18,64
RS,2020-03-19,63
RS,2020-03-20,98
RS,2020-03-21,53
RS,2020-03-22,73
RS,2020-03-23,93
RS,2020-03-24,88
RS,2020-03-25,92
RS,2020-03-26,89
RS,2020-03-27,94
RS,2020-03-28,89
RS,2020-03-29,56
RS,2020-03-30,102
RS,2020-03-31,58
RS,2020-04-01,91
RS,2020-04-02,60
RS,2020-04-03,82
RS,2020-04-04,81
RS,2020-04-05,85
RS,2020-04-06,77
RS,2020-04-07,61
RS,2020-04-08,74
RS,2020-04-09,89
RS,2020-04-10,88
RS,2020-04-11,67
RS,2020-04-12,80
RS,2020-04-13,78
RS,2020-04-14,85
RS,2020-04-15,98
RS,2020-04-16,80
RS,2020-04-17,96
RS,2020-04-18,92
RS,2020-04-19,72
RS,2020-04-20,153
RS,2020-04-21,78
RS,2020-04-22,114
RS,2020-04-23,108
RS,2020-04-24,108
RS,2020-04-25,112
RS,2020-04-26,98
RS,2020-04-27,118
RS,2020-04-28,95
RS,2020-04-29,76
RS,2020-04-30,104
RS,2020-05-01,143
RS,2020-05-02,83
RS,2020-05-03,98
RS,2020-05-04,124
RS,2020-05-05,104
RS,2020-05-06,111
RS,2020-05-07,115
RS,2020-05-08,101
RS,2020-05-09,113
RS,2020-05-10,117
RS,2020-05-11,130
RS,2020-05-12,115
RS,2020-05-13,106
RS,2020-05-14,119
RS,2020-05-15,132
RS,2020-05-16,97
RS,2020-05-17,115
RS,2020-05-18,125
RS,2020-05-19,118
